index,Country Key,Country,Date,Precipitation,Temp Avg,Temp Max,Temp Min
474,13,Brazil,2/15/2020,0.0,79.0,,
475,13,Brazil,2/16/2020,0.0,83.0,,
476,13,Brazil,2/17/2020,0.71,80.0,92.0,74.0
477,13,Brazil,2/18/2020,0.0,85.0,,
478,13,Brazil,2/19/2020,0.0,86.0,,76.0
461,13,Brazil,2/2/2020,0.12,81.0,94.0,77.0
479,13,Brazil,2/20/2020,0.0,87.0,,79.0
480,13,Brazil,2/21/2020,0.0,82.0,96.0,
481,13,Brazil,2/22/2020,0.67,76.0,89.0,
482,13,Brazil,2/23/2020,0.04,74.0,81.0,70.0
483,13,Brazil,2/24/2020,0.0,75.0,,71.0
484,13,Brazil,2/25/2020,0.16,79.0,,73.0
485,13,Brazil,2/26/2020,0.24,83.0,,
486,13,Brazil,2/27/2020,0.04,77.0,94.0,
487,13,Brazil,2/28/2020,0.16,71.0,77.0,
488,13,Brazil,2/29/2020,0.16,74.0,,
462,13,Brazil,2/3/2020,0.87,80.0,,74.0
463,13,Brazil,2/4/2020,0.71,79.0,87.0,75.0
464,13,Brazil,2/5/2020,0.0,79.0,84.0,
465,13,Brazil,2/6/2020,1.34,77.0,84.0,72.0
466,13,Brazil,2/7/2020,0.0,80.0,,76.0
467,13,Brazil,2/8/2020,0.0,80.0,,
468,13,Brazil,2/9/2020,0.0,85.0,,77.0
489,13,Brazil,3/1/2020,1.65,73.0,78.0,
490,13,Brazil,3/2/2020,0.47,71.0,76.0,
491,14,Cambodia,1/22/2020,,85.0,,
492,14,Cambodia,1/23/2020,,83.0,,
493,14,Cambodia,1/24/2020,,83.0,,75.0
494,14,Cambodia,1/25/2020,,83.0,,
495,14,Cambodia,1/26/2020,,82.0,,
496,14,Cambodia,1/27/2020,,81.0,,
497,14,Cambodia,1/28/2020,,82.0,,
498,14,Cambodia,1/29/2020,,83.0,,
499,14,Cambodia,1/30/2020,,83.0,,
500,14,Cambodia,1/31/2020,,76.0,,
501,14,Cambodia,2/1/2020,,80.0,,
510,14,Cambodia,2/10/2020,,83.0,,76.0
511,14,Cambodia,2/11/2020,,85.0,,75.0
512,14,Cambodia,2/12/2020,,85.0,,
513,14,Cambodia,2/13/2020,,84.0,,75.0
514,14,Cambodia,2/14/2020,,85.0,,76.0
515,14,Cambodia,2/15/2020,,85.0,,
516,14,Cambodia,2/16/2020,,87.0,,
517,14,Cambodia,2/17/2020,,85.0,,76.0
518,14,Cambodia,2/18/2020,,85.0,,
519,14,Cambodia,2/19/2020,,84.0,,74.0
502,14,Cambodia,2/2/2020,,80.0,,71.0
520,14,Cambodia,2/20/2020,,85.0,,
521,14,Cambodia,2/21/2020,,85.0,,
522,14,Cambodia,2/22/2020,,85.0,,
523,14,Cambodia,2/23/2020,,85.0,,72.0
524,14,Cambodia,2/24/2020,,83.0,,
525,14,Cambodia,2/25/2020,,85.0,,
526,14,Cambodia,2/26/2020,,87.0,,74.0
527,14,Cambodia,2/27/2020,,85.0,,
528,14,Cambodia,2/28/2020,,85.0,,
529,14,Cambodia,2/29/2020,,86.0,,
503,14,Cambodia,2/3/2020,,81.0,,71.0
504,14,Cambodia,2/4/2020,,82.0,,
505,14,Cambodia,2/5/2020,,82.0,,71.0
506,14,Cambodia,2/6/2020,,82.0,,
507,14,Cambodia,2/7/2020,,83.0,,
508,14,Cambodia,2/8/2020,,85.0,,
509,14,Cambodia,2/9/2020,,84.0,,
530,14,Cambodia,3/1/2020,,87.0,,
531,14,Cambodia,3/2/2020,,86.0,,
532,15,Cameroon,1/22/2020,,85.0,95.0,77.0
533,15,Cameroon,1/23/2020,,85.0,96.0,
534,15,Cameroon,1/24/2020,,85.0,97.0,
535,15,Cameroon,1/25/2020,,82.0,97.0,70.0
536,15,Cameroon,1/26/2020,,81.0,,70.0
537,15,Cameroon,1/27/2020,,83.0,93.0,73.0
538,15,Cameroon,1/28/2020,,82.0,92.0,
539,15,Cameroon,1/29/2020,,82.0,91.0,
540,15,Cameroon,1/30/2020,,84.0,93.0,75.0
541,15,Cameroon,1/31/2020,,84.0,94.0,77.0
542,15,Cameroon,2/1/2020,,84.0,94.0,76.0
551,15,Cameroon,2/10/2020,,85.0,,76.0
552,15,Cameroon,2/11/2020,,85.0,95.0,77.0
553,15,Cameroon,2/12/2020,,84.0,,
554,15,Cameroon,2/13/2020,,84.0,,
555,15,Cameroon,2/14/2020,,85.0,93.0,78.0
556,15,Cameroon,2/15/2020,,86.0,,78.0
557,15,Cameroon,2/16/2020,,87.0,,79.0
558,15,Cameroon,2/17/2020,,86.0,94.0,79.0
559,15,Cameroon,2/18/2020,,85.0,92.0,
560,15,Cameroon,2/19/2020,,85.0,94.0,77.0
543,15,Cameroon,2/2/2020,,83.0,90.0,
561,15,Cameroon,2/20/2020,,85.0,,72.0
562,15,Cameroon,2/21/2020,,83.0,,73.0
563,15,Cameroon,2/22/2020,,86.0,94.0,78.0
564,15,Cameroon,2/23/2020,,86.0,95.0,
565,15,Cameroon,2/24/2020,,86.0,,80.0
566,15,Cameroon,2/25/2020,,85.0,,78.0
567,15,Cameroon,2/26/2020,,85.0,,77.0
568,15,Cameroon,2/27/2020,,84.0,92.0,
569,15,Cameroon,2/28/2020,,85.0,92.0,
570,15,Cameroon,2/29/2020,,86.0,95.0,79.0
544,15,Cameroon,2/3/2020,,82.0,90.0,
545,15,Cameroon,2/4/2020,,83.0,,76.0
546,15,Cameroon,2/5/2020,0.24,81.0,,74.0
547,15,Cameroon,2/6/2020,0.0,83.0,,
548,15,Cameroon,2/7/2020,,83.0,92.0,
549,15,Cameroon,2/8/2020,,83.0,,
550,15,Cameroon,2/9/2020,,83.0,93.0,76.0
571,15,Cameroon,3/1/2020,0.94,84.0,93.0,74.0
572,15,Cameroon,3/2/2020,0.0,84.0,,78.0
573,16,Canada,1/22/2020,0.0,34.0,43.0,24.0
574,16,Canada,1/23/2020,0.0,33.0,49.0,16.0
575,16,Canada,1/24/2020,0.0,42.0,51.0,33.0
576,16,Canada,1/25/2020,0.0,37.0,46.0,27.0
577,16,Canada,1/26/2020,0.0,28.0,36.0,19.0
578,16,Canada,1/27/2020,0.0,34.0,45.0,23.0
579,16,Canada,1/28/2020,0.0,30.0,41.0,20.0
580,16,Canada,1/29/2020,0.0,30.0,45.0,15.0
581,16,Canada,1/30/2020,0.0,35.0,43.0,27.0
582,16,Canada,1/31/2020,0.0,36.0,47.0,25.0
583,16,Canada,2/1/2020,0.2,37.0,52.0,23.0
592,16,Canada,2/10/2020,0.0,26.0,32.0,20.0
593,16,Canada,2/11/2020,0.04,29.0,41.0,17.0
594,16,Canada,2/12/2020,0.02,13.0,18.0,8.0
595,16,Canada,2/13/2020,0.0,27.0,46.0,7.0
596,16,Canada,2/14/2020,0.02,26.0,33.0,18.0
597,16,Canada,2/15/2020,0.01,29.0,40.0,18.0
598,16,Canada,2/16/2020,0.0,28.0,36.0,19.0
599,16,Canada,2/17/2020,0.07,14.0,26.0,3.0
600,16,Canada,2/18/2020,0.0,10.0,20.0,1.0
601,16,Canada,2/19/2020,0.0,19.0,35.0,3.0
584,16,Canada,2/2/2020,0.11,20.0,30.0,10.0
602,16,Canada,2/20/2020,0.0,30.0,49.0,10.0
603,16,Canada,2/21/2020,0.0,35.0,44.0,25.0
604,16,Canada,2/22/2020,0.0,32.0,43.0,21.0
605,16,Canada,2/23/2020,0.11,25.0,34.0,17.0
606,16,Canada,2/24/2020,0.03,23.0,28.0,17.0
607,16,Canada,2/25/2020,0.0,21.0,33.0,8.0
608,16,Canada,2/26/2020,0.0,33.0,41.0,25.0
609,16,Canada,2/27/2020,0.0,41.0,49.0,32.0
610,16,Canada,2/28/2020,0.0,42.0,51.0,33.0
611,16,Canada,2/29/2020,0.06,35.0,44.0,25.0
585,16,Canada,2/3/2020,0.0,15.0,24.0,7.0
586,16,Canada,2/4/2020,0.0,16.0,33.0,-1.0
587,16,Canada,2/5/2020,0.0,34.0,38.0,29.0
588,16,Canada,2/6/2020,0.0,30.0,36.0,24.0
589,16,Canada,2/7/2020,0.0,24.0,33.0,15.0
590,16,Canada,2/8/2020,0.09,21.0,26.0,16.0
591,16,Canada,2/9/2020,0.02,23.0,35.0,11.0
612,16,Canada,3/1/2020,0.0,26.0,39.0,12.0
613,16,Canada,3/2/2020,0.0,40.0,46.0,34.0
614,17,Chile,1/22/2020,0.0,59.0,80.0,
615,17,Chile,1/23/2020,0.0,62.0,,59.0
616,17,Chile,1/24/2020,0.0,63.0,,
617,17,Chile,1/25/2020,0.0,65.0,77.0,54.0
618,17,Chile,1/26/2020,0.0,68.0,76.0,
619,17,Chile,1/27/2020,0.0,67.0,80.0,56.0
620,17,Chile,1/28/2020,0.0,66.0,77.0,60.0
621,17,Chile,1/29/2020,0.0,61.0,76.0,49.0
622,17,Chile,1/30/2020,0.0,62.0,,49.0
623,17,Chile,1/31/2020,0.0,65.0,,55.0
624,17,Chile,2/1/2020,0.0,65.0,80.0,59.0
633,17,Chile,2/10/2020,0.0,65.0,78.0,
634,17,Chile,2/11/2020,0.0,64.0,,55.0
635,17,Chile,2/12/2020,0.0,65.0,79.0,60.0
636,17,Chile,2/13/2020,0.0,61.0,72.0,50.0
637,17,Chile,2/14/2020,0.0,62.0,70.0,48.0
638,17,Chile,2/15/2020,0.0,63.0,72.0,53.0
639,17,Chile,2/16/2020,0.0,63.0,72.0,52.0
640,17,Chile,2/17/2020,0.05,63.0,72.0,56.0
641,17,Chile,2/18/2020,0.0,64.0,,54.0
642,17,Chile,2/19/2020,0.0,65.0,76.0,55.0
625,17,Chile,2/2/2020,0.0,64.0,74.0,52.0
643,17,Chile,2/20/2020,0.0,65.0,,50.0
644,17,Chile,2/21/2020,0.0,59.0,81.0,53.0
645,17,Chile,2/22/2020,0.0,60.0,,52.0
646,17,Chile,2/23/2020,0.0,58.0,69.0,53.0
647,17,Chile,2/24/2020,0.0,60.0,,
648,17,Chile,2/25/2020,0.0,61.0,,49.0
649,17,Chile,2/26/2020,0.0,62.0,73.0,51.0
650,17,Chile,2/27/2020,0.0,62.0,74.0,53.0
651,17,Chile,2/28/2020,0.0,63.0,,52.0
652,17,Chile,2/29/2020,0.0,61.0,78.0,54.0
626,17,Chile,2/3/2020,0.0,62.0,73.0,52.0
627,17,Chile,2/4/2020,0.12,62.0,72.0,55.0
628,17,Chile,2/5/2020,0.0,60.0,69.0,48.0
629,17,Chile,2/6/2020,0.0,59.0,70.0,49.0
630,17,Chile,2/7/2020,0.0,61.0,,48.0
631,17,Chile,2/8/2020,0.0,65.0,,50.0
632,17,Chile,2/9/2020,0.0,65.0,80.0,
653,17,Chile,3/1/2020,0.0,59.0,65.0,57.0
654,17,Chile,3/2/2020,0.0,59.0,,57.0
655,18,China,1/22/2020,0.48,42.0,46.0,39.0
656,18,China,1/23/2020,0.13,45.0,,39.0
657,18,China,1/24/2020,0.23,43.0,47.0,
658,18,China,1/25/2020,0.18,40.0,45.0,37.0
659,18,China,1/26/2020,0.02,38.0,42.0,
660,18,China,1/27/2020,0.01,38.0,41.0,32.0
661,18,China,1/28/2020,0.0,38.0,47.0,28.0
662,18,China,1/29/2020,,42.0,54.0,27.0
663,18,China,1/30/2020,,43.0,57.0,28.0
664,18,China,1/31/2020,,47.0,57.0,28.0
665,18,China,2/1/2020,,50.0,57.0,32.0
674,18,China,2/10/2020,0.02,49.0,58.0,37.0
675,18,China,2/11/2020,,51.0,,46.0
676,18,China,2/12/2020,,52.0,57.0,39.0
677,18,China,2/13/2020,,59.0,66.0,39.0
678,18,China,2/14/2020,0.8,52.0,66.0,
679,18,China,2/15/2020,0.73,33.0,62.0,30.0
680,18,China,2/16/2020,0.19,38.0,47.0,29.0
681,18,China,2/17/2020,0.0,43.0,55.0,27.0
682,18,China,2/18/2020,,50.0,,27.0
683,18,China,2/19/2020,,49.0,59.0,33.0
666,18,China,2/2/2020,,47.0,57.0,37.0
684,18,China,2/20/2020,0.0,54.0,64.0,33.0
685,18,China,2/21/2020,0.01,51.0,64.0,38.0
686,18,China,2/22/2020,0.0,56.0,64.0,37.0
687,18,China,2/23/2020,,62.0,68.0,51.0
688,18,China,2/24/2020,0.0,67.0,77.0,51.0
689,18,China,2/25/2020,1.43,59.0,77.0,
690,18,China,2/26/2020,0.06,54.0,73.0,
691,18,China,2/27/2020,0.02,47.0,58.0,
692,18,China,2/28/2020,0.37,43.0,52.0,
693,18,China,2/29/2020,0.08,48.0,56.0,39.0
667,18,China,2/3/2020,,46.0,57.0,32.0
668,18,China,2/4/2020,,47.0,61.0,31.0
669,18,China,2/5/2020,0.37,48.0,61.0,33.0
670,18,China,2/6/2020,0.39,40.0,60.0,38.0
671,18,China,2/7/2020,0.03,41.0,,38.0
672,18,China,2/8/2020,0.0,41.0,49.0,32.0
673,18,China,2/9/2020,,47.0,58.0,30.0
694,18,China,3/1/2020,0.0,50.0,57.0,39.0
695,18,China,3/2/2020,0.04,46.0,57.0,40.0
696,19,Colombia,1/22/2020,0.51,69.0,80.0,64.0
697,19,Colombia,1/23/2020,0.0,70.0,79.0,64.0
698,19,Colombia,1/24/2020,,70.0,,65.0
699,19,Colombia,1/25/2020,0.51,70.0,,66.0
700,19,Colombia,1/26/2020,0.28,71.0,79.0,66.0
701,19,Colombia,1/27/2020,1.85,71.0,79.0,64.0
702,19,Colombia,1/28/2020,0.04,71.0,80.0,65.0
703,19,Colombia,1/29/2020,0.0,72.0,80.0,66.0
704,19,Colombia,1/30/2020,0.51,71.0,,63.0
705,19,Colombia,1/31/2020,0.0,72.0,,
706,19,Colombia,2/1/2020,0.0,74.0,,67.0
715,19,Colombia,2/10/2020,0.0,75.0,,66.0
716,19,Colombia,2/11/2020,0.0,75.0,,67.0
717,19,Colombia,2/12/2020,0.0,77.0,,70.0
718,19,Colombia,2/13/2020,0.0,76.0,,68.0
719,19,Colombia,2/14/2020,,75.0,84.0,67.0
720,19,Colombia,2/15/2020,0.0,76.0,83.0,67.0
721,19,Colombia,2/16/2020,0.0,77.0,,
722,19,Colombia,2/17/2020,0.0,77.0,86.0,
723,19,Colombia,2/18/2020,,78.0,,69.0
724,19,Colombia,2/19/2020,0.0,80.0,,70.0
707,19,Colombia,2/2/2020,0.24,72.0,84.0,67.0
725,19,Colombia,2/20/2020,0.0,76.0,90.0,68.0
726,19,Colombia,2/21/2020,0.0,76.0,,68.0
727,19,Colombia,2/22/2020,,73.0,,
728,19,Colombia,2/23/2020,,70.0,81.0,
729,19,Colombia,2/24/2020,,72.0,,66.0
730,19,Colombia,2/25/2020,0.02,74.0,,67.0
731,19,Colombia,2/26/2020,0.0,73.0,,67.0
732,19,Colombia,2/27/2020,,72.0,83.0,67.0
733,19,Colombia,2/28/2020,,71.0,,
734,19,Colombia,2/29/2020,,74.0,,67.0
708,19,Colombia,2/3/2020,0.0,73.0,,67.0
709,19,Colombia,2/4/2020,0.0,75.0,83.0,68.0
710,19,Colombia,2/5/2020,0.0,75.0,,67.0
711,19,Colombia,2/6/2020,0.0,74.0,84.0,67.0
712,19,Colombia,2/7/2020,0.0,74.0,83.0,64.0
713,19,Colombia,2/8/2020,0.0,75.0,83.0,66.0
714,19,Colombia,2/9/2020,0.0,74.0,,65.0
735,19,Colombia,3/1/2020,,75.0,,67.0
736,19,Colombia,3/2/2020,,75.0,83.0,66.0
737,20,Costa Rica,1/22/2020,,82.0,92.0,68.0
738,20,Costa Rica,1/23/2020,,81.0,,
739,20,Costa Rica,1/24/2020,,83.0,96.0,63.0
740,20,Costa Rica,1/25/2020,,83.0,96.0,65.0
741,20,Costa Rica,1/26/2020,,82.0,92.0,61.0
742,20,Costa Rica,1/27/2020,,81.0,,
743,20,Costa Rica,1/28/2020,,81.0,92.0,66.0
744,20,Costa Rica,1/29/2020,,80.0,93.0,67.0
745,20,Costa Rica,1/30/2020,,83.0,,
746,20,Costa Rica,1/31/2020,,84.0,95.0,63.0
747,20,Costa Rica,2/1/2020,,84.0,94.0,63.0
756,20,Costa Rica,2/10/2020,,86.0,96.0,65.0
757,20,Costa Rica,2/11/2020,,86.0,96.0,69.0
758,20,Costa Rica,2/12/2020,,86.0,95.0,66.0
759,20,Costa Rica,2/13/2020,,85.0,96.0,65.0
760,20,Costa Rica,2/14/2020,,86.0,98.0,65.0
761,20,Costa Rica,2/15/2020,,86.0,,
762,20,Costa Rica,2/16/2020,,86.0,94.0,74.0
763,20,Costa Rica,2/17/2020,,87.0,95.0,74.0
764,20,Costa Rica,2/18/2020,,87.0,96.0,73.0
765,20,Costa Rica,2/19/2020,,88.0,96.0,73.0
748,20,Costa Rica,2/2/2020,,85.0,96.0,66.0
766,20,Costa Rica,2/20/2020,,87.0,97.0,76.0
767,20,Costa Rica,2/21/2020,,85.0,96.0,72.0
768,20,Costa Rica,2/22/2020,,86.0,93.0,72.0
769,20,Costa Rica,2/23/2020,,86.0,94.0,75.0
770,20,Costa Rica,2/24/2020,,85.0,95.0,65.0
771,20,Costa Rica,2/25/2020,,83.0,95.0,65.0
772,20,Costa Rica,2/26/2020,,84.0,95.0,67.0
773,20,Costa Rica,2/27/2020,,87.0,,
774,20,Costa Rica,2/28/2020,,87.0,99.0,72.0
775,20,Costa Rica,2/29/2020,,86.0,96.0,77.0
749,20,Costa Rica,2/3/2020,,85.0,94.0,68.0
750,20,Costa Rica,2/4/2020,,85.0,,
751,20,Costa Rica,2/5/2020,,86.0,95.0,67.0
752,20,Costa Rica,2/6/2020,,83.0,97.0,66.0
753,20,Costa Rica,2/7/2020,,84.0,97.0,66.0
754,20,Costa Rica,2/8/2020,,85.0,96.0,65.0
755,20,Costa Rica,2/9/2020,,85.0,96.0,65.0
776,20,Costa Rica,3/1/2020,,85.0,96.0,75.0
777,20,Costa Rica,3/2/2020,,87.0,,
778,21,Croatia,1/22/2020,0.0,28.0,,22.0
779,21,Croatia,1/23/2020,0.0,29.0,,20.0
780,21,Croatia,1/24/2020,0.0,29.0,,25.0
781,21,Croatia,1/25/2020,0.0,32.0,,25.0
782,21,Croatia,1/26/2020,0.0,33.0,,29.0
783,21,Croatia,1/27/2020,0.0,35.0,,33.0
784,21,Croatia,1/28/2020,0.01,43.0,,35.0
785,21,Croatia,1/29/2020,0.44,38.0,,
786,21,Croatia,1/30/2020,0.0,39.0,,28.0
787,21,Croatia,1/31/2020,0.0,53.0,,38.0
788,21,Croatia,2/1/2020,0.0,50.0,,36.0
797,21,Croatia,2/10/2020,0.0,53.0,,47.0
798,21,Croatia,2/11/2020,0.01,46.0,,37.0
799,21,Croatia,2/12/2020,0.18,41.0,,32.0
800,21,Croatia,2/13/2020,0.0,41.0,,28.0
801,21,Croatia,2/14/2020,0.32,49.0,,
802,21,Croatia,2/15/2020,0.0,43.0,,34.0
803,21,Croatia,2/16/2020,0.0,45.0,,29.0
804,21,Croatia,2/17/2020,0.0,54.0,,47.0
805,21,Croatia,2/18/2020,0.01,48.0,,
806,21,Croatia,2/19/2020,0.02,45.0,,36.0
789,21,Croatia,2/2/2020,0.0,52.0,,
807,21,Croatia,2/20/2020,0.05,43.0,,31.0
808,21,Croatia,2/21/2020,0.0,43.0,,29.0
809,21,Croatia,2/22/2020,0.0,42.0,,28.0
810,21,Croatia,2/23/2020,0.0,49.0,,40.0
811,21,Croatia,2/24/2020,0.0,49.0,,
812,21,Croatia,2/25/2020,0.0,46.0,,32.0
813,21,Croatia,2/26/2020,0.1,41.0,,
814,21,Croatia,2/27/2020,0.2,40.0,,27.0
815,21,Croatia,2/28/2020,0.06,43.0,,
816,21,Croatia,2/29/2020,0.0,43.0,,27.0
790,21,Croatia,2/3/2020,0.0,53.0,,44.0
791,21,Croatia,2/4/2020,0.23,47.0,,
792,21,Croatia,2/5/2020,0.03,40.0,,36.0
793,21,Croatia,2/6/2020,0.0,40.0,,34.0
794,21,Croatia,2/7/2020,0.0,35.0,,26.0
795,21,Croatia,2/8/2020,0.0,37.0,,28.0
796,21,Croatia,2/9/2020,0.0,42.0,,26.0
817,21,Croatia,3/1/2020,0.0,51.0,,
818,21,Croatia,3/2/2020,0.21,53.0,,46.0
819,22,Czech Republic,1/22/2020,0.79,30.0,,27.0
820,22,Czech Republic,1/23/2020,0.39,28.0,,
821,22,Czech Republic,1/24/2020,0.0,23.0,,22.0
822,22,Czech Republic,1/25/2020,,28.0,37.0,21.0
823,22,Czech Republic,1/26/2020,,32.0,,23.0
824,22,Czech Republic,1/27/2020,0.0,31.0,,27.0
825,22,Czech Republic,1/28/2020,0.01,32.0,,
826,22,Czech Republic,1/29/2020,0.17,29.0,,26.0
827,22,Czech Republic,1/30/2020,0.0,33.0,,29.0
828,22,Czech Republic,1/31/2020,0.02,43.0,,33.0
829,22,Czech Republic,2/1/2020,0.03,44.0,,
838,22,Czech Republic,2/10/2020,0.1,36.0,,
839,22,Czech Republic,2/11/2020,0.06,31.0,36.0,29.0
840,22,Czech Republic,2/12/2020,1.18,30.0,,28.0
841,22,Czech Republic,2/13/2020,1.18,30.0,,
842,22,Czech Republic,2/14/2020,0.09,33.0,,31.0
843,22,Czech Republic,2/15/2020,0.02,34.0,,30.0
844,22,Czech Republic,2/16/2020,0.0,40.0,,32.0
845,22,Czech Republic,2/17/2020,0.0,42.0,,
846,22,Czech Republic,2/18/2020,0.0,35.0,,
847,22,Czech Republic,2/19/2020,0.06,32.0,,
830,22,Czech Republic,2/2/2020,0.04,39.0,,
848,22,Czech Republic,2/20/2020,0.03,32.0,,27.0
849,22,Czech Republic,2/21/2020,0.06,32.0,,28.0
850,22,Czech Republic,2/22/2020,0.0,37.0,44.0,31.0
851,22,Czech Republic,2/23/2020,0.0,41.0,,
852,22,Czech Republic,2/24/2020,0.09,33.0,,30.0
853,22,Czech Republic,2/25/2020,0.07,39.0,,31.0
854,22,Czech Republic,2/26/2020,0.02,31.0,,
855,22,Czech Republic,2/27/2020,0.08,30.0,37.0,
856,22,Czech Republic,2/28/2020,0.06,29.0,33.0,
857,22,Czech Republic,2/29/2020,0.16,31.0,,26.0
831,22,Czech Republic,2/3/2020,0.24,39.0,,
832,22,Czech Republic,2/4/2020,0.56,31.0,,
833,22,Czech Republic,2/5/2020,0.15,27.0,,
834,22,Czech Republic,2/6/2020,0.04,28.0,,24.0
835,22,Czech Republic,2/7/2020,,31.0,,29.0
836,22,Czech Republic,2/8/2020,0.0,29.0,,27.0
837,22,Czech Republic,2/9/2020,2.76,34.0,,28.0
858,22,Czech Republic,3/1/2020,0.12,36.0,,31.0
859,22,Czech Republic,3/2/2020,0.04,36.0,,
860,23,Denmark,1/22/2020,0.01,40.0,,
861,23,Denmark,1/23/2020,0.03,42.0,,28.0
862,23,Denmark,1/24/2020,0.06,43.0,,
863,23,Denmark,1/25/2020,0.0,42.0,,39.0
864,23,Denmark,1/26/2020,0.01,42.0,,
865,23,Denmark,1/27/2020,0.0,42.0,,39.0
866,23,Denmark,1/28/2020,0.06,41.0,43.0,37.0
867,23,Denmark,1/29/2020,0.07,42.0,,39.0
868,23,Denmark,1/30/2020,0.05,40.0,,37.0
869,23,Denmark,1/31/2020,0.0,44.0,47.0,41.0
870,23,Denmark,2/1/2020,0.04,46.0,,
879,23,Denmark,2/10/2020,0.63,42.0,49.0,
880,23,Denmark,2/11/2020,0.07,38.0,,
881,23,Denmark,2/12/2020,0.57,40.0,,
882,23,Denmark,2/13/2020,0.06,37.0,,33.0
883,23,Denmark,2/14/2020,0.0,37.0,42.0,31.0
884,23,Denmark,2/15/2020,0.02,44.0,,38.0
885,23,Denmark,2/16/2020,0.54,47.0,,
886,23,Denmark,2/17/2020,0.31,44.0,,41.0
887,23,Denmark,2/18/2020,0.07,42.0,,
888,23,Denmark,2/19/2020,0.17,41.0,46.0,36.0
871,23,Denmark,2/2/2020,0.03,40.0,45.0,
889,23,Denmark,2/20/2020,0.01,42.0,,
890,23,Denmark,2/21/2020,0.25,42.0,45.0,
891,23,Denmark,2/22/2020,0.33,44.0,47.0,
892,23,Denmark,2/23/2020,0.16,42.0,45.0,
893,23,Denmark,2/24/2020,0.0,39.0,,36.0
894,23,Denmark,2/25/2020,0.38,37.0,42.0,
895,23,Denmark,2/26/2020,0.15,34.0,37.0,
896,23,Denmark,2/27/2020,0.0,31.0,36.0,24.0
897,23,Denmark,2/28/2020,0.15,38.0,,29.0
898,23,Denmark,2/29/2020,0.0,40.0,,36.0
872,23,Denmark,2/3/2020,0.0,38.0,42.0,31.0
873,23,Denmark,2/4/2020,0.26,37.0,42.0,
874,23,Denmark,2/5/2020,0.0,38.0,,27.0
875,23,Denmark,2/6/2020,0.01,43.0,,
876,23,Denmark,2/7/2020,0.0,40.0,41.0,36.0
877,23,Denmark,2/8/2020,0.0,40.0,43.0,36.0
878,23,Denmark,2/9/2020,0.05,44.0,49.0,
899,23,Denmark,3/1/2020,0.37,41.0,,37.0
900,23,Denmark,3/2/2020,0.07,40.0,47.0,
901,24,Dominican Republic,1/22/2020,0.0,80.0,89.0,66.0
902,24,Dominican Republic,1/23/2020,,81.0,89.0,66.0
903,24,Dominican Republic,1/24/2020,,79.0,89.0,68.0
904,24,Dominican Republic,1/25/2020,,79.0,,
905,24,Dominican Republic,1/26/2020,0.0,78.0,86.0,71.0
906,24,Dominican Republic,1/27/2020,0.2,78.0,83.0,69.0
907,24,Dominican Republic,1/28/2020,0.0,80.0,88.0,68.0
908,24,Dominican Republic,1/29/2020,,82.0,88.0,68.0
909,24,Dominican Republic,1/30/2020,,80.0,88.0,67.0
910,24,Dominican Republic,1/31/2020,,81.0,,
911,24,Dominican Republic,2/1/2020,,82.0,89.0,68.0
920,24,Dominican Republic,2/10/2020,,82.0,89.0,68.0
921,24,Dominican Republic,2/11/2020,,82.0,89.0,69.0
922,24,Dominican Republic,2/12/2020,,81.0,87.0,68.0
923,24,Dominican Republic,2/13/2020,,82.0,,
924,24,Dominican Republic,2/14/2020,,82.0,89.0,68.0
925,24,Dominican Republic,2/15/2020,,82.0,89.0,68.0
926,24,Dominican Republic,2/16/2020,,83.0,89.0,70.0
927,24,Dominican Republic,2/17/2020,,82.0,88.0,69.0
928,24,Dominican Republic,2/18/2020,,82.0,88.0,69.0
929,24,Dominican Republic,2/19/2020,,81.0,88.0,69.0
912,24,Dominican Republic,2/2/2020,,82.0,89.0,68.0
930,24,Dominican Republic,2/20/2020,,81.0,88.0,67.0
931,24,Dominican Republic,2/21/2020,,81.0,88.0,67.0
932,24,Dominican Republic,2/22/2020,,82.0,,
933,24,Dominican Republic,2/23/2020,,82.0,90.0,71.0
934,24,Dominican Republic,2/24/2020,0.42,80.0,89.0,71.0
935,24,Dominican Republic,2/25/2020,0.0,83.0,,
936,24,Dominican Republic,2/26/2020,,82.0,,
937,24,Dominican Republic,2/27/2020,,81.0,87.0,70.0
938,24,Dominican Republic,2/28/2020,0.2,80.0,87.0,74.0
939,24,Dominican Republic,2/29/2020,0.0,83.0,89.0,73.0
913,24,Dominican Republic,2/3/2020,0.03,82.0,89.0,68.0
914,24,Dominican Republic,2/4/2020,0.0,83.0,88.0,72.0
915,24,Dominican Republic,2/5/2020,0.01,82.0,,
916,24,Dominican Republic,2/6/2020,0.0,80.0,87.0,73.0
917,24,Dominican Republic,2/7/2020,0.28,82.0,,
918,24,Dominican Republic,2/8/2020,0.0,82.0,88.0,69.0
919,24,Dominican Republic,2/9/2020,,83.0,89.0,68.0
940,24,Dominican Republic,3/1/2020,0.05,81.0,87.0,75.0
941,24,Dominican Republic,3/2/2020,0.0,82.0,88.0,70.0
942,25,Ecuador,1/22/2020,0.0,80.0,87.0,75.0
943,25,Ecuador,1/23/2020,0.12,79.0,88.0,72.0
944,25,Ecuador,1/24/2020,0.0,80.0,86.0,
945,25,Ecuador,1/25/2020,,80.0,,
946,25,Ecuador,1/26/2020,,77.0,,
947,25,Ecuador,1/27/2020,,80.0,,
